Date,HOLO,HELIUM,eCash,SHIBA,NEXO,SOLANA
2021-07-08 00:00:00+00:00,0.005752000026404858,12.170575141906738,2.5999999706982635e-05,7.999999979801942e-06,1.594480037689209,33.20372772216797
2021-07-09 00:00:00+00:00,0.005803999956697226,12.508922576904297,2.5999999706982635e-05,7.999999979801942e-06,1.639454960823059,33.2646484375
2021-07-10 00:00:00+00:00,0.0056870002299547195,12.94266128540039,2.5999999706982635e-05,7.999999979801942e-06,1.6275160312652588,31.788644790649414
2021-07-11 00:00:00+00:00,0.005770999938249588,12.811461448669434,2.5999999706982635e-05,7.999999979801942e-06,1.632133960723877,32.17784118652344
2021-07-12 00:00:00+00:00,0.005638999864459038,12.592766761779785,2.5999999706982635e-05,7.999999979801942e-06,1.5681769847869873,30.848087310791016
2021-07-13 00:00:00+00:00,0.005462999921292067,12.02057933807373,2.4000000848900527e-05,7.000000096013537e-06,1.5272409915924072,29.12118911743164
2021-07-14 00:00:00+00:00,0.005487999878823757,11.729988098144531,2.700000004551839e-05,7.000000096013537e-06,1.5855259895324707,31.2810001373291
2021-07-15 00:00:00+00:00,0.005218000151216984,10.988442420959473,2.4000000848900527e-05,7.000000096013537e-06,1.467468023300171,28.45210075378418
2021-07-16 00:00:00+00:00,0.005028000101447105,10.390483856201172,2.300000051036477e-05,7.000000096013537e-06,1.4362750053405762,26.37000846862793
2021-07-17 00:00:00+00:00,0.005167999770492315,10.694681167602539,2.300000051036477e-05,7.000000096013537e-06,1.4670469760894775,26.721668243408203
2021-07-18 00:00:00+00:00,0.005125000141561031,11.000394821166992,2.499999936844688e-05,7.000000096013537e-06,1.476835012435913,26.751909255981445
2021-07-19 00:00:00+00:00,0.004784999880939722,9.910548210144043,2.4000000848900527e-05,6.000000212225132e-06,1.4287530183792114,24.44757652282715
2021-07-20 00:00:00+00:00,0.00446499977260828,9.710251808166504,1.8999999156221747e-05,6.000000212225132e-06,1.2792470455169678,23.48955535888672
2021-07-21 00:00:00+00:00,0.004770999774336815,10.742117881774902,1.9999999494757503e-05,7.000000096013537e-06,1.39751398563385,26.623079299926758
2021-07-22 00:00:00+00:00,0.004900000058114529,10.999954223632812,1.9999999494757503e-05,6.000000212225132e-06,1.476470947265625,27.70208168029785
2021-07-23 00:00:00+00:00,0.005164000205695629,11.136234283447266,1.8999999156221747e-05,6.000000212225132e-06,1.51693594455719,28.513879776000977
2021-07-24 00:00:00+00:00,0.00520800007507205,11.265318870544434,1.9999999494757503e-05,6.000000212225132e-06,1.562559962272644,28.702619552612305
2021-07-25 00:00:00+00:00,0.005330000072717667,11.970849990844727,2.099999983329326e-05,6.000000212225132e-06,1.5585399866104126,28.168773651123047
2021-07-26 00:00:00+00:00,0.0059460001066327095,11.390557289123535,2.499999936844688e-05,6.000000212225132e-06,1.6480120420455933,28.306642532348633
2021-07-27 00:00:00+00:00,0.006306000053882599,11.501596450805664,2.2000000171829015e-05,6.000000212225132e-06,1.7192189693450928,28.065326690673828
2021-07-28 00:00:00+00:00,0.00620400020852685,12.825875282287598,2.2000000171829015e-05,6.000000212225132e-06,1.7780749797821045,27.815410614013672
2021-07-29 00:00:00+00:00,0.006238000001758337,12.36453914642334,2.2000000171829015e-05,6.000000212225132e-06,1.8122400045394897,31.281137466430664
2021-07-30 00:00:00+00:00,0.006372000090777874,14.250572204589844,3.300000025774352e-05,6.000000212225132e-06,1.8721660375595093,32.393943786621094
2021-07-31 00:00:00+00:00,0.006312000099569559,13.803126335144043,3.5000000934815034e-05,6.000000212225132e-06,1.8777539730072021,36.82731246948242
2021-08-01 00:00:00+00:00,0.006252999883145094,13.128342628479004,3.300000025774352e-05,6.000000212225132e-06,1.8107019662857056,34.25436019897461
2021-08-02 00:00:00+00:00,0.00623599998652935,13.534228324890137,4.5000000682193786e-05,6.000000212225132e-06,1.825590968132019,33.22241973876953
2021-08-03 00:00:00+00:00,0.006122000049799681,13.109695434570312,4.400000034365803e-05,6.000000212225132e-06,1.701403021812439,33.99644088745117
2021-08-04 00:00:00+00:00,0.006378000136464834,13.242294311523438,4.999999873689376e-05,6.000000212225132e-06,1.7827529907226562,35.76362609863281
