,Date,BRADESCO,GOL,JBS,RENNER,PETROBRAS,BOVESPA
0,2015-01-02 00:00:00-02:00,13.334277153015137,14.989999771118164,10.550000190734863,12.446208000183104,9.359999656677246,47.2599983215332
1,2015-01-05 00:00:00-02:00,13.162674903869627,14.850000381469728,10.600000381469728,12.100207328796388,8.5600004196167,46.31999969482422
2,2015-01-06 00:00:00-02:00,13.513680458068848,15.210000038146973,10.350000381469728,12.239590644836426,8.279999732971191,46.58000183105469
3,2015-01-07 00:00:00-02:00,14.110387802124023,14.550000190734863,10.640000343322754,12.447848320007324,8.670000076293945,48.150001525878906
4,2015-01-08 00:00:00-02:00,14.14158821105957,14.270000457763672,10.729999542236328,12.462606430053713,9.229999542236328,48.5099983215332
5,2015-01-09 00:00:00-02:00,13.646281242370604,14.050000190734863,10.479999542236328,12.019856452941896,9.510000228881836,47.52999877929688
6,2015-01-12 00:00:00-02:00,13.416177749633787,14.25,10.40999984741211,12.183836936950684,8.84000015258789,46.83000183105469
7,2015-01-13 00:00:00-02:00,13.27967643737793,13.6899995803833,10.1899995803833,12.142842292785645,9.09000015258789,46.63999938964844
8,2015-01-14 00:00:00-02:00,13.43567943572998,13.779999732971191,10.130000114440918,12.036253929138184,8.90999984741211,46.47999954223633
9,2015-01-15 00:00:00-02:00,13.338176727294922,14.050000190734863,10.649999618530272,12.170719146728516,9.3100004196167,47.0
10,2015-01-16 00:00:00-02:00,13.37327766418457,14.329999923706056,11.18000030517578,12.167439460754396,9.4399995803833,47.59999847412109
11,2015-01-19 00:00:00-02:00,13.022273063659668,13.579999923706056,10.829999923706056,12.003457069396973,9.170000076293944,46.310001373291016
12,2015-01-20 00:00:00-02:00,12.916972160339355,13.06999969482422,10.729999542236328,11.970661163330078,9.3100004196167,46.52000045776367
13,2015-01-21 00:00:00-02:00,13.513680458068848,12.9399995803833,10.850000381469728,12.011656761169434,9.899999618530272,47.810001373291016
14,2015-01-22 00:00:00-02:00,13.482479095458984,13.510000228881836,11.109999656677246,11.888669967651367,10.229999542236328,48.119998931884766
15,2015-01-23 00:00:00-02:00,13.353776931762695,13.25,10.880000114440918,11.878830909729004,9.979999542236328,47.29999923706055
16,2015-01-26 00:00:00-02:00,13.501978874206545,12.6899995803833,11.039999961853027,11.913268089294434,9.829999923706056,47.18999862670898
17,2015-01-27 00:00:00-02:00,13.65018081665039,12.550000190734863,11.539999961853027,11.74764633178711,10.140000343322754,47.34000015258789
