Date,BOVA,CVC,GOL,MGLU,TOTS,WEGE
2015-01-02,47.2599983215332,15.199999809265137,14.989999771118164,0.23281200230121613,11.910701751708984,5.923076152801514
2015-01-05,46.31999969482422,15.0,14.850000381469727,0.237186998128891,11.544731140136719,5.963460922241211
2015-01-06,46.58000183105469,14.800000190734863,15.210000038146973,0.23406200110912323,10.822770118713379,5.875
2015-01-07,48.150001525878906,14.670000076293945,14.550000190734863,0.24187499284744263,10.746248245239258,5.807692050933838
2015-01-08,48.5099983215332,14.149999618530273,14.270000457763672,0.23999999463558197,10.995774269104004,5.905768871307373
2015-01-09,47.529998779296875,14.0,14.050000190734863,0.2318750023841858,10.88265609741211,5.878846168518066
2015-01-12,46.83000183105469,13.449999809265137,14.25,0.234375,11.544731140136719,5.8461527824401855
2015-01-13,46.63999938964844,13.890000343322754,13.6899995803833,0.2318750023841858,11.145489692687988,5.867307186126709
2015-01-14,46.47999954223633,13.770000457763672,13.779999732971191,0.22812500596046448,11.0623140335083,5.961537837982178
2015-01-15,47.0,14.0,14.050000190734863,0.22750000655651093,10.84605884552002,5.961537837982178
2015-01-16,47.599998474121094,14.170000076293945,14.329999923706055,0.22937500476837158,11.64454174041748,5.961537837982178
2015-01-19,46.310001373291016,14.350000381469727,13.579999923706055,0.22812500596046448,10.739594459533691,5.992307186126709
2015-01-20,46.52000045776367,14.0,13.069999694824219,0.21875,11.045679092407227,6.067306995391846
2015-01-21,47.810001373291016,14.100000381469727,12.9399995803833,0.2203119993209839,11.64454174041748,6.001923084259033
2015-01-22,48.119998931884766,14.289999961853027,13.510000228881836,0.21937499940395355,11.634560585021973,6.051922798156738
2015-01-23,47.29999923706055,14.34000015258789,13.25,0.2203119993209839,11.478191375732422,6.12307596206665
2015-01-26,47.189998626708984,13.949999809265137,12.6899995803833,0.21875,11.24530029296875,6.050000190734863
2015-01-27,47.34000015258789,13.699999809265137,12.550000190734863,0.21250000596046448,11.128854751586914,6.151923179626465
2015-01-28,46.33000183105469,13.199999809265137,12.180000305175781,0.20656199753284454,11.395015716552734,6.211537837982178
2015-01-29,46.380001068115234,13.199999809265137,12.84000015258789,0.21406200528144836,10.962504386901855,6.351922988891602
2015-01-30,45.61000061035156,12.619999885559082,12.220000267028809,0.21250000596046448,11.168779373168945,6.169229984283447
2015-02-02,46.27000045776367,12.800000190734863,11.75,0.21375000476837158,11.311840057373047,6.334615230560303
2015-02-03,47.63999938964844,13.699999809265137,11.649999618530273,0.20499999821186066,11.837508201599121,6.2846150398254395
2015-02-04,47.77000045776367,13.359999656677246,11.90999984741211,0.20281200110912323,11.727717399597168,6.3153839111328125
2015-02-05,47.880001068115234,13.699999809265137,11.75,0.20000000298023224,12.07705307006836,6.298076152801514
2015-02-06,47.29999923706055,14.350000381469727,10.949999809265137,0.190311998128891,12.143592834472656,6.2846150398254395
2015-02-09,47.91999816894531,14.649999618530273,10.6899995803833,0.18843699991703033,12.336560249328613,6.294229984283447
2015-02-10,47.15999984741211,14.5,10.819999694824219,0.19187499582767487,12.2500581741333,6.459615230560303
2015-02-11,46.95000076293945,14.550000190734863,10.449999809265137,0.18125000596046448,11.973916053771973,6.413461208343506
2015-02-12,48.130001068115234,14.550000190734863,10.9399995803833,0.18437500298023224,12.023820877075195,6.340384006500244
2015-02-13,49.38999938964844,14.899999618530273,10.800000190734863,0.190311998128891,12.176862716674805,6.238461017608643
2015-02-18,49.90999984741211,14.649999618530273,10.869999885559082,0.1912499964237213,12.34321403503418,6.230769157409668
2015-02-19,49.79999923706055,14.649999618530273,10.800000190734863,0.19875000417232513,12.326579093933105,6.3461527824401855
2015-02-20,49.84000015258789,14.600000381469727,10.899999618530273,0.19843700528144836,12.037129402160645,6.25
2015-02-23,49.79999923706055,14.300000190734863,10.510000228881836,0.2006250023841858,12.02049446105957,6.2211527824401855
2015-02-24,50.40999984741211,14.350000381469727,10.869999885559082,0.20624999701976776,12.16022777557373,6.25
2015-02-25,50.36000061035156,14.460000038146973,10.649999618530273,0.20125000178813934,12.193498611450195,6.0961527824401855
2015-02-26,50.310001373291016,14.34000015258789,10.5,0.2056249976158142,12.057090759277344,6.071153163909912
2015-02-27,50.0099983215332,14.289999961853027,10.050000190734863,0.1890619993209839,11.544731140136719,5.880768775939941
2015-03-02,49.59000015258789,14.170000076293945,9.65999984741211,0.1899999976158142,11.331802368164062,5.976922988891602
2015-03-03,49.83000183105469,14.100000381469727,9.640000343322754,0.1837500035762787,11.311840057373047,6.0961527824401855
2015-03-04,49.06999969482422,14.289999961853027,9.550000190734863,0.1734369993209839,11.145489692687988,6.086537837982178
2015-03-05,48.95000076293945,14.239999771118164,9.359999656677246,0.17156200110912323,11.375054359436035,6.019229888916016
2015-03-06,48.54999923706055,14.149999618530273,9.119999885559082,0.1665620058774948,11.205375671386719,6.050000190734863
